"","id","X","Y"
"472","3",901.242,612.472
"473","3",897.618,618.911
"474","3",893.8,625.198
"475","3",889.792,631.331
"476","3",885.599,637.306
"477","3",881.227,643.12
"478","3",876.68,648.771
"479","3",871.963,654.256
"480","3",867.083,659.573
"481","3",862.043,664.717
"482","3",856.85,669.688
"483","3",851.508,674.48
"484","3",846.022,679.093
"485","3",840.397,683.523
"486","3",834.639,687.768
"487","3",828.753,691.824
"488","3",822.743,695.688
"489","3",816.616,699.359
"490","3",810.375,702.833
"491","3",804.027,706.107
"492","3",797.576,709.179
"493","3",791.027,712.045
"494","3",784.386,714.703
"495","3",777.658,717.151
"496","3",770.847,719.385
"497","3",763.959,721.402
"498","3",757,723.2
"499","3",757,723.2
"500","3",747.538,724.688
"501","3",738.367,725.958
"502","3",729.451,726.994
"503","3",720.755,727.786
"504","3",712.243,728.319
"505","3",703.881,728.581
"506","3",695.632,728.558
"507","3",687.462,728.238
"508","3",679.336,727.607
"509","3",671.218,726.652
"510","3",663.072,725.361
"511","3",654.864,723.72
"512","3",646.558,721.717
"513","3",638.119,719.338
"514","3",629.511,716.57
"515","3",620.7,713.4
"516","3",620.7,713.4
"517","3",609.726,709.36
"518","3",599.359,705.195
"519","3",589.569,700.911
"520","3",580.325,696.512
"521","3",571.596,692.006
"522","3",563.353,687.398
"523","3",555.564,682.694
"524","3",548.2,677.9
"525","3",548.2,677.9
"526","3",542.37,673.821
"527","3",536.795,669.687
"528","3",531.455,665.501
"529","3",526.333,661.267
"530","3",521.411,656.988
"531","3",516.67,652.667
"532","3",507.663,643.913
"533","3",499.166,635.032
"534","3",491.036,626.052
"535","3",475.3,607.9
"536","3",475.3,607.9
"537","3",469.26,600.6
"538","3",463.137,593.613
"539","3",456.929,586.921
"540","3",450.633,580.508
"541","3",444.246,574.355
"542","3",437.765,568.446
"543","3",431.189,562.762
"544","3",424.512,557.288
"545","3",417.734,552.004
"546","3",410.852,546.893
"547","3",403.861,541.939
"548","3",396.761,537.123
"549","3",389.547,532.429
"550","3",382.218,527.839
"551","3",367.2,518.9
"552","3",367.2,518.9
"553","3",348.623,508.283
"554","3",330.113,497.488
"555","3",321.031,491.979
"556","3",312.145,486.373
"557","3",303.515,480.653
"558","3",295.2,474.8
"559","3",295.2,474.8
"560","3",289.633,470.618
"561","3",284.273,466.353
"562","3",279.138,461.998
"563","3",274.25,457.547
"564","3",269.629,452.991
"565","3",265.296,448.324
"566","3",261.271,443.538
"567","3",257.575,438.625
"568","3",254.228,433.579
"569","3",251.251,428.392
"570","3",248.664,423.056
"571","3",246.488,417.566
"572","3",244.742,411.912
"573","3",243.449,406.088
"574","3",242.628,400.086
"575","3",242.3,393.9
"576","3",242.3,393.9
"577","3",242.358,389.445
"578","3",242.605,385.082
"579","3",243.038,380.812
"580","3",243.655,376.638
"581","3",244.453,372.561
"582","3",245.43,368.584
"583","3",246.583,364.708
"584","3",247.909,360.936
"585","3",249.406,357.269
"586","3",251.072,353.709
"587","3",252.903,350.258
"588","3",254.896,346.919
"589","3",257.051,343.693
"590","3",259.363,340.582
"591","3",261.83,337.588
"592","3",264.45,334.712
"593","3",267.22,331.958
"594","3",270.137,329.327
"595","3",273.199,326.821
"596","3",276.404,324.442
"597","3",279.747,322.192
"598","3",283.228,320.072
"599","3",286.844,318.085
"600","3",290.591,316.233
"601","3",294.467,314.517
"602","3",298.47,312.94
"603","3",302.597,311.504
"604","3",306.845,310.21
"605","3",311.212,309.061
"606","3",315.695,308.058
"607","3",320.292,307.204
"608","3",325,306.5
"609","3",325,306.5
"610","3",331.701,305.748
"611","3",338.558,305.206
"612","3",345.559,304.854
"613","3",352.691,304.677
"614","3",367.296,304.769
"615","3",382.275,305.337
"616","3",397.525,306.239
"617","3",412.947,307.33
"618","3",443.9,309.5
"619","3",443.9,309.5
"620","3",456.204,310.109
"621","3",468.306,310.417
"622","3",480.23,310.395
"623","3",492,310.013
"624","3",503.638,309.241
"625","3",515.169,308.052
"626","3",526.615,306.414
"627","3",538,304.3
"628","3",538,304.3
"629","3",548.385,302.046
"630","3",558.438,299.595
"631","3",568.227,297.007
"632","3",577.825,294.337
"633","3",596.725,288.986
"634","3",606.168,286.419
"635","3",615.7,284
"636","3",615.7,284
"637","3",629.813,281.611
"638","3",643.106,279.688
"639","3",655.659,278.226
"640","3",667.552,277.217
"641","3",678.863,276.656
"642","3",689.674,276.535
"643","3",700.064,276.847
"644","3",710.112,277.587
"645","3",719.9,278.748
"646","3",729.506,280.323
"647","3",739.01,282.306
"648","3",748.492,284.689
"649","3",758.033,287.467
"650","3",767.711,290.632
"651","3",777.607,294.179
"652","3",787.8,298.1
"653","4",393.5,144.8
"654","4",400.591,136.81
"655","4",407.995,129.229
"656","4",415.696,122.06
"657","4",423.678,115.305
"658","4",431.923,108.969
"659","4",440.415,103.055
"660","4",449.137,97.564
"661","4",458.072,92.5
"662","4",467.204,87.866
"663","4",476.515,83.666
"664","4",485.99,79.901
"665","4",495.611,76.576
"666","4",505.362,73.692
"667","4",515.226,71.254
"668","4",525.186,69.264
"669","4",535.225,67.725
"670","4",545.327,66.64
"671","4",555.475,66.012
"672","4",565.652,65.844
"673","4",575.842,66.14
"674","4",586.027,66.901
"675","4",596.192,68.132
"676","4",606.318,69.835
"677","4",616.391,72.013
"678","4",626.392,74.668
"679","4",636.305,77.806
"680","4",646.113,81.427
"681","4",655.8,85.535
"682","4",665.349,90.134
"683","4",674.743,95.225
"684","4",683.966,100.813
"685","4",693,106.9
"686","4",698.928,111.191
"687","4",704.674,115.641
"688","4",710.237,120.246
"689","4",715.617,125
"690","4",720.811,129.899
"691","4",725.82,134.937
"692","4",730.642,140.109
"693","4",735.277,145.409
"694","4",739.723,150.834
"695","4",743.979,156.378
"696","4",748.045,162.035
"697","4",751.92,167.801
"698","4",755.603,173.671
"699","4",759.092,179.639
"700","4",762.387,185.7
"701","4",765.487,191.85
"702","4",768.392,198.083
"703","4",771.099,204.394
"704","4",773.608,210.778
"705","4",775.919,217.23
"706","4",778.03,223.745
"707","4",779.94,230.318
"708","4",781.649,236.943
"709","4",783.155,243.616
"710","4",784.457,250.331
"711","4",785.555,257.084
"712","4",786.448,263.869
"713","4",787.135,270.681
"714","4",787.614,277.515
"715","4",787.886,284.367
"716","4",787.948,291.23
"717","4",787.8,298.1
"718","4",787.8,298.1
"719","4",786.443,308.169
"720","4",784.879,317.982
"721","4",783.099,327.547
"722","4",781.097,336.873
"723","4",778.864,345.97
"724","4",776.392,354.844
"725","4",773.673,363.505
"726","4",770.7,371.962
"727","4",767.464,380.224
"728","4",763.958,388.298
"729","4",760.174,396.194
"730","4",756.103,403.92
"731","4",751.738,411.485
"732","4",747.071,418.898
"733","4",742.095,426.167
"734","4",736.8,433.3
"735","4",736.8,433.3
"736","4",729.699,442.436
"737","4",722.645,450.962
"738","4",715.641,458.908
"739","4",708.688,466.3
"740","4",701.785,473.167
"741","4",694.936,479.538
"742","4",688.14,485.439
"743","4",681.4,490.9
"744","4",681.4,490.9
"745","4",675.843,495.117
"746","4",670.307,499.079
"747","4",664.791,502.802
"748","4",659.292,506.305
"749","4",653.81,509.603
"750","4",648.341,512.713
"751","4",637.438,518.438
"752","4",626.567,523.614
"753","4",615.714,528.377
"754","4",604.863,532.86
"755","4",594,537.2
"756","4",594,537.2
"757","4",585.129,540.534
"758","4",576.542,543.979
"759","4",568.218,547.541
"760","4",560.139,551.228
"761","4",552.286,555.048
"762","4",544.639,559.007
"763","4",537.179,563.114
"764","4",529.888,567.375
"765","4",522.745,571.798
"766","4",515.731,576.389
"767","4",508.829,581.158
"768","4",502.017,586.109
"769","4",495.278,591.252
"770","4",488.591,596.593
"771","4",481.938,602.14
"772","4",475.3,607.9
"773","4",475.3,607.9
"774","4",459.452,622.064
"775","4",443.538,636.312
"776","4",435.547,643.307
"777","4",427.53,650.13
"778","4",419.482,656.715
"779","4",411.4,663
"780","4",411.4,663
"781","4",405.224,667.579
"782","4",399.033,671.921
"783","4",392.827,675.999
"784","4",386.605,679.786
"785","4",380.365,683.253
"786","4",374.108,686.374
"787","4",367.832,689.119
"788","4",361.538,691.462
"789","4",355.223,693.376
"790","4",348.887,694.831
"791","4",342.53,695.801
"792","4",336.152,696.258
"793","4",329.75,696.174
"794","4",323.324,695.521
"795","4",316.875,694.273
"796","4",313.641,693.416
"797","4",310.4,692.4
"798","4",310.4,692.4
"799","4",306.039,690.47
"800","4",301.842,688.449
"801","4",297.812,686.338
"802","4",293.948,684.135
"803","4",290.25,681.841
"804","4",286.72,679.455
"805","4",283.357,676.978
"806","4",280.163,674.409
"807","4",277.137,671.749
"808","4",274.28,668.997
"809","4",271.594,666.153
"810","4",269.077,663.217
"811","4",266.732,660.189
"812","4",264.558,657.068
"813","4",262.555,653.855
"814","4",260.725,650.55
"815","4",259.068,647.152
"816","4",257.584,643.662
"817","4",256.274,640.078
"818","4",255.138,636.402
"819","4",254.178,632.633
"820","4",253.392,628.77
"821","4",252.783,624.815
"822","4",252.35,620.766
"823","4",252.094,616.623
"824","4",252.016,612.387
"825","4",252.115,608.057
"826","4",252.393,603.634
"827","4",252.85,599.117
"828","4",253.486,594.505
"829","4",254.303,589.8
"830","4",255.3,585
"831","4",255.3,585
"832","4",256.753,578.49
"833","4",258.438,571.902
"834","4",260.333,565.241
"835","4",262.42,558.514
"836","4",267.09,544.885
"837","4",272.288,531.062
"838","4",277.856,517.095
"839","4",283.636,503.03
"840","4",295.2,474.8
"841","4",295.2,474.8
"842","4",299.839,462.918
"843","4",304.072,451.105
"844","4",307.888,439.336
"845","4",311.275,427.587
"846","4",314.221,415.834
"847","4",316.716,404.052
"848","4",318.746,392.215
"849","4",320.3,380.3
"850","4",320.3,380.3
"851","4",321.224,370.624
"852","4",321.934,361.147
"853","4",322.95,342.65
"854","4",323.816,324.528
"855","4",324.339,315.52
"856","4",325,306.5
"857","4",325,306.5
"858","4",330.445,281.279
"859","4",333.075,269.763
"860","4",335.731,258.861
"861","4",338.479,248.488
"862","4",341.383,238.559
"863","4",344.51,228.987
"864","4",347.925,219.688
"865","4",351.694,210.574
"866","4",355.883,201.562
"867","4",360.557,192.564
"868","4",365.781,183.495
"869","4",371.622,174.27
"870","4",378.145,164.803
"871","4",385.416,155.008
"872","4",393.5,144.8
"873","5",120.5,472.4
"874","5",115.034,463.399
"875","5",110.039,454.22
"876","5",105.511,444.879
"877","5",101.449,435.392
"878","5",97.851,425.776
"879","5",94.717,416.046
"880","5",92.044,406.22
"881","5",89.83,396.312
"882","5",88.074,386.341
"883","5",86.774,376.321
"884","5",85.928,366.269
"885","5",85.534,356.202
"886","5",85.592,346.135
"887","5",86.099,336.085
"888","5",87.054,326.068
"889","5",88.454,316.1
"890","5",90.298,306.198
"891","5",92.585,296.378
"892","5",95.312,286.656
"893","5",98.479,277.048
"894","5",102.083,267.572
"895","5",106.122,258.242
"896","5",110.595,249.075
"897","5",115.501,240.087
"898","5",120.837,231.296
"899","5",126.602,222.716
"900","5",132.793,214.365
"901","5",139.411,206.258
"902","5",146.452,198.412
"903","5",153.915,190.842
"904","5",161.798,183.566
"905","5",170.1,176.6
"906","5",176.308,171.886
"907","5",182.626,167.419
"908","5",189.05,163.197
"909","5",195.572,159.221
"910","5",202.187,155.49
"911","5",208.889,152.002
"912","5",215.671,148.758
"913","5",222.528,145.756
"914","5",229.453,142.997
"915","5",236.44,140.478
"916","5",243.483,138.201
"917","5",250.576,136.163
"918","5",257.713,134.365
"919","5",264.887,132.806
"920","5",272.093,131.484
"921","5",279.325,130.4
"922","5",286.576,129.553
"923","5",293.84,128.941
"924","5",301.111,128.565
"925","5",308.383,128.424
"926","5",315.65,128.517
"927","5",322.906,128.843
"928","5",330.144,129.403
"929","5",337.359,130.194
"930","5",344.545,131.216
"931","5",351.694,132.47
"932","5",358.802,133.953
"933","5",365.862,135.666
"934","5",372.868,137.608
"935","5",379.814,139.778
"936","5",386.693,142.176
"937","5",393.5,144.8
"938","5",393.5,144.8
"939","5",402.19,149.127
"940","5",410.532,153.564
"941","5",418.541,158.121
"942","5",426.234,162.806
"943","5",433.626,167.63
"944","5",440.732,172.602
"945","5",447.569,177.73
"946","5",454.15,183.025
"947","5",460.492,188.496
"948","5",466.611,194.152
"949","5",472.522,200.002
"950","5",478.241,206.056
"951","5",483.782,212.324
"952","5",489.162,218.814
"953","5",494.396,225.536
"954","5",499.5,232.5
"955","5",499.5,232.5
"956","5",506.199,242.263
"957","5",512.294,251.763
"958","5",517.816,261.019
"959","5",522.8,270.05
"960","5",527.277,278.875
"961","5",531.281,287.513
"962","5",534.845,295.981
"963","5",538,304.3
"964","5",538,304.3
"965","5",540.314,310.964
"966","5",542.392,317.538
"967","5",544.251,324.027
"968","5",545.909,330.439
"969","5",547.384,336.782
"970","5",548.691,343.062
"971","5",550.875,355.462
"972","5",552.6,367.699
"973","5",554.003,379.83
"974","5",556.4,404
"975","5",556.4,404
"976","5",557.115,413.278
"977","5",558.089,422.369
"978","5",559.316,431.286
"979","5",560.784,440.042
"980","5",562.486,448.65
"981","5",564.412,457.123
"982","5",566.553,465.473
"983","5",568.9,473.712
"984","5",571.444,481.855
"985","5",574.175,489.913
"986","5",577.086,497.899
"987","5",580.166,505.827
"988","5",583.406,513.707
"989","5",586.798,521.555
"990","5",594,537.2
"991","5",594,537.2
"992","5",603.087,556.156
"993","5",612.025,575.15
"994","5",616.285,584.626
"995","5",620.325,594.069
"996","5",624.084,603.465
"997","5",627.5,612.8
"998","5",627.5,612.8
"999","5",629.838,619.766
"1000","5",631.925,626.671
"1001","5",633.734,633.51
"1002","5",635.241,640.275
"1003","5",636.421,646.961
"1004","5",637.249,653.56
"1005","5",637.7,660.067
"1006","5",637.75,666.475
"1007","5",637.373,672.777
"1008","5",636.545,678.968
"1009","5",635.24,685.04
"1010","5",633.434,690.988
"1011","5",631.102,696.804
"1012","5",628.219,702.482
"1013","5",624.76,708.016
"1014","5",620.7,713.4
"1015","5",620.7,713.4
"1016","5",616.933,717.711
"1017","5",613.17,721.689
"1018","5",609.412,725.343
"1019","5",605.66,728.681
"1020","5",601.913,731.713
"1021","5",598.173,734.448
"1022","5",594.439,736.895
"1023","5",590.714,739.064
"1024","5",586.997,740.964
"1025","5",583.289,742.603
"1026","5",579.59,743.991
"1027","5",575.902,745.137
"1028","5",572.225,746.051
"1029","5",568.558,746.741
"1030","5",564.904,747.217
"1031","5",561.263,747.488
"1032","5",557.634,747.562
"1033","5",554.019,747.45
"1034","5",550.419,747.16
"1035","5",546.834,746.702
"1036","5",543.264,746.084
"1037","5",539.711,745.316
"1038","5",532.655,743.367
"1039","5",525.671,740.928
"1040","5",518.764,738.071
"1041","5",511.939,734.871
"1042","5",505.2,731.4
"1043","5",505.2,731.4
"1044","5",499.386,728.218
"1045","5",493.569,724.798
"1046","5",487.749,721.16
"1047","5",481.923,717.323
"1048","5",470.256,709.134
"1049","5",458.562,700.387
"1050","5",446.836,691.243
"1051","5",435.07,681.858
"1052","5",411.4,663
"1053","5",411.4,663
"1054","5",400.734,654.738
"1055","5",389.953,646.906
"1056","5",379.046,639.516
"1057","5",368,632.575
"1058","5",356.804,626.094
"1059","5",345.447,620.081
"1060","5",333.916,614.547
"1061","5",322.2,609.5
"1062","5",322.2,609.5
"1063","5",313.534,606.105
"1064","5",304.997,602.93
"1065","5",288.225,596.988
"1066","5",271.716,591.177
"1067","5",263.507,588.165
"1068","5",255.3,585
"1069","5",255.3,585
"1070","5",232.7,572.521
"1071","5",212.441,561.064
"1072","5",203.08,555.488
"1073","5",194.174,549.891
"1074","5",185.678,544.18
